record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.017068,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.98,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,88.33,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,33.65,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.101,2023.15.101,,2023.15.101,4.083089,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.054133,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.079814,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,15,35,C,28.000,3.084454,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.074570,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.55,3.85,V,3.675820,0.244991,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.782,1.818,V,1.809770,0.257486,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,5.012530,0.246985,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.034024,0.244308,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,10.783,11.995,V,11.775010,0.244569,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.085668,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.069073,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.325142,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.079791,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.324285,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,PASS,4.081467,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
22,ui_nfc,PASS,PASS,,PASS,4.095242,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
23,speaker,PASS,PASS,,PASS,4.617362,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
24,flip_dot,PASS,PASS,,PASS,6.228975,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
25,se,PASS,PASS,,PASS,8.067994,PASS,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
26,Can_Data,PASS,PASS,,FAIL,5.964898,FAIL,FAIL,101072,FK2316MMBP2AA0029,2023-04-24 16:38:00,2023-04-24 16:42:34,STT234MM01,monolith_main_bft,10023100
