record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.017019,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.24,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.77,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,86.53,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,34.18,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.101,2023.15.101,,2023.15.101,4.075965,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.064332,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.094011,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,15,35,C,28.000,3.086832,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.073038,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.55,3.85,V,3.681810,0.238742,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.782,1.818,V,1.805530,0.244791,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,4.995310,0.245676,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.031620,0.254516,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,10.783,11.995,V,11.761939,0.245465,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.080851,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.071318,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.323772,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.095110,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.326535,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,PASS,4.069234,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
22,ui_nfc,PASS,PASS,,PASS,4.061227,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
23,speaker,PASS,PASS,,PASS,3.675896,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
24,flip_dot,PASS,PASS,,PASS,3.756660,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
25,se,PASS,PASS,,PASS,8.056697,PASS,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
26,Can_Data,PASS,PASS,,FAIL,5.978648,FAIL,FAIL,101072,FK2316MMBP2AA0044,2023-04-24 17:21:01,2023-04-24 17:25:30,STT234MM01,monolith_main_bft,10023100
