record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.015989,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.60,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,17.79,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,8.74,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.105,2023.15.105,,2023.15.105,4.085306,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.065324,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.077067,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,10,40,C,29.000,3.099077,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.072077,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.6,3.8,V,3.681300,0.257223,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.76,1.85,V,1.814690,0.247712,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,5.007800,0.256983,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,11.997816,0.246758,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,11.3,12.3,V,11.740054,0.248853,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.066613,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.063562,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.324346,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.077001,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.325416,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,PASS,4.094004,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
22,ui_nfc,PASS,PASS,,PASS,4.057500,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
23,speaker,PASS,PASS,,PASS,2.439436,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
24,speaker_timeout,PASS,PASS,,PASS,6.919222,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
25,flip_dot,PASS,PASS,,PASS,1.024705,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
26,flip_dot_timeout,PASS,PASS,,PASS,5.409647,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
27,se,PASS,PASS,,PASS,8.061586,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
28,Can_Data_Send,PASS,PASS,,PASS,2.875107,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
29,Can_Data_Recv,PASS,PASS,,PASS,12.042912,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
30,TST_SOLAR_L,PASS,PASS,,PASS,5.071733,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
31,SOLAR_L_Voltage,7,8,V,7.24,0.000000,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
32,SOLAR_L_Current,20,85000,uA,44550.00,0.007982,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
33,TST_SOLAR_R,PASS,PASS,,PASS,5.081641,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
34,SOLAR_R_Voltage,7,8,V,7.23,0.000000,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
35,SOLAR_R_Current,20,85000,uA,44352.00,0.006989,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
36,rp_charge,PASS,PASS,,PASS,5.08,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
37,temp_by_mcu_sensor_Vbatt_and_RP12V,10,40,C,29.000,5.105493,PASS,FAIL,101086,FK2316MMBP2AA0324,2023-05-05 10:04:34,2023-05-05 10:08:03,STT234MM01,monolith_main_bft,10023100
