record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.016058,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.57,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,17.77,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,8.68,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.105,2023.15.105,,2023.15.105,4.083910,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.102326,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.071362,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,10,40,C,28.000,3.081472,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.081892,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.6,3.8,V,3.675870,0.247108,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.76,1.85,V,1.812610,0.247532,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,4.984020,0.257975,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.137840,0.248096,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,11.3,12.3,V,11.870162,0.248071,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.069530,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.076222,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.320046,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.082111,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.324692,PASS,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,FAIL,4.081147,FAIL,FAIL,101041,FK2316MMBP2AA0411,2023-05-05 09:06:08,2023-05-05 09:08:14,STT234MM01,monolith_main_bft,10023100
