record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.015994,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,1.49,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.86,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,86.20,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,32.72,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.103,2023.15.103,,2023.15.103,4.096458,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.067238,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.080009,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,15,35,C,30.000,3.089199,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.076296,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.55,3.85,V,3.680810,0.238697,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.782,1.818,V,1.808250,0.247837,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,4.999640,0.247579,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.047044,0.256846,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,10.783,11.995,V,11.786478,0.258491,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.087572,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.075707,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.319489,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.092819,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.321383,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,PASS,4.077549,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
22,ui_nfc,PASS,PASS,,PASS,4.063473,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
23,speaker,PASS,PASS,,PASS,2.732250,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
24,flip_dot,PASS,PASS,,PASS,4.917750,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
25,se,PASS,PASS,,PASS,8.083935,PASS,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
26,Can_Data,PASS,PASS,,FAIL,5.975891,FAIL,FAIL,101072,FK2316MMBP2AA0065,2023-04-26 19:07:50,2023-04-26 19:12:17,STT234MM01,monolith_main_bft,10023100
