record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.016003,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.71,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,85.67,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,32.59,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.103,2023.15.103,,2023.15.103,4.081603,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.075221,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.064046,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,15,35,C,28.000,3.114206,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.061270,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.55,3.85,V,3.675290,0.248588,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.782,1.818,V,1.815670,0.248568,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,5.012080,0.247562,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.011538,0.247594,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,10.783,11.995,V,11.751022,0.247783,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.084846,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.064339,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.319214,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.079137,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.320608,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,PASS,4.098325,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
22,ui_nfc,PASS,PASS,,PASS,4.095297,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
23,speaker,PASS,PASS,,PASS,3.584180,PASS,PASS,0,FK2316MMBP2AA0117,2023-04-27 12:30:23,2023-04-27 12:37:28,STT234MM01,monolith_main_bft,10023100
