record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,test_run_uuid,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,opmode_force_dev_mode,PASS,PASS,,PASS,1.229299,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
2,Recovery_port_check,PASS,PASS,,PASS,1.106390,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
3,FW_Version,2023.15.103,2023.15.103,,2023.15.103,0.911632,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
4,NonCharging_SKU_Hw_Version1,Solar,Solar,,Solar,0.926476,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
5,NonCharging_SKU_Hw_Version2,Solar,Solar,,Solar,0.919487,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
6,NonCharging_SKU_Hw_Version3,Solar,Solar,,Solar,0.935505,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
7,BQ_charger_ON,PASS,PASS,,PASS,1.103370,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
8,TST_Battery2,PASS,PASS,,PASS,1.150428,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
9,TST_Battery2_V,2,4.2,V,3.584,0.000000,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
10,TST_Battery2_C,0,200000,uA,091966.0,0.000000,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
11,Status_1,1,1,,1,2.001858,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
12,BQ_charger_OFF,PASS,PASS,,PASS,1.108385,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
13,TST_Battery1,PASS,PASS,,PASS,1.145467,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
14,TST_Battery1_V,2,4.2,V,3.464,0.001005,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
15,TST_Battery1_C,-10000,200000,uA,-00213.0,0.000000,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
16,Status_0,0,0,,0,1.096480,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
17,TST_Solar_L,PASS,PASS,,PASS,1.131369,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
18,TEST_Solar_L_Voltage,1,8,V,3.828,0.000000,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
19,TEST_Solar_L_Current,0,85000,uA,00.000,0.000000,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
20,TST_Solar_R,PASS,PASS,,PASS,1.128407,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
21,TEST_Solar_R_Voltage,1,8,V,3.819,0.000000,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
22,TEST_Solar_R_Current,0,85000,uA,00.000,0.000000,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
23,BQ_charger_ON,PASS,PASS,,PASS,1.099369,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
24,TST_Battery2,PASS,PASS,,PASS,1.152406,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
25,TST_Battery2_V,2,4.2,V,3.580,0.000000,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
26,TST_Battery2_C,0,200000,uA,091966.0,0.000000,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
27,Status_1,1,1,,1,1.100374,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
28,Temp_with_rp_charge,5,35,C,27.000,1.140398,PASS,FAIL,902063,9D0E02B3-13F5-4E7A-80E0-F5EC68C42462,FK2327MFAT2AA00E7,2023-07-03 18:31:39,2023-07-03 18:33:50,STA237YM5102,monolith_bollard_ft,10023020
