record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,test_run_uuid,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.008105,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
3,Flash_STLink,PASS,PASS,,PASS,8.72,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
4,FW_Version,2023.15.105,2023.15.105,,2023.15.105,3.727286,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
5,Hw_Version,Solar,Solar,,Solar,2.676989,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
6,Vbat,PASS,PASS,,PASS,2.841744,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
7,lte_modem_status,PASS,PASS,,PASS,4.303397,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
8,temp_by_mcu_sensor_Vbatt,10,40,C,30.000,2.761816,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
9,Power_Rail_Enable,PASS,PASS,,PASS,2.628853,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
10,Voltage_PP4V2_SYS,3.6,3.8,V,3.685320,0.247188,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
11,Voltage_PP1V8_LDO,1.76,1.85,V,1.801570,0.244988,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
12,Voltage_PP5V0,4.85,5.15,V,4.993770,0.246114,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
13,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,11.971023,0.235875,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0,11.3,12.3,V,11.618860,0.235899,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
15,nor_flash,PASS,PASS,,PASS,3.245485,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
16,lock_status,PASS,PASS,,PASS,4.693706,PASS,PASS,0,175868D8-BFAD-4C42-9DFF-E08F35904257,FK2324MMBC1AA0069,2023-07-05 12:25:27,2023-07-05 12:29:27,RTT237R02,monolith_main_bft,10023100
