record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,unique_id,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.008566,PASS,FAIL,101013,434B42FC-B355-42CC-940E-B8C6A407B408,FK2316MMBP2AA0291,2023-05-05 13:17:48,2023-05-05 13:17:59,STT234MM01,monolith_main_bft,10023100
