record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,test_run_uuid,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.020195,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
2,opmode_force_dev_mode,PASS,PASS,,PASS,1.210309,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
3,FW_Version,2023.15.103,2023.15.103,,2023.15.103,0.895479,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
4,HW_Version,Solar,Solar,,Solar,0.929456,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
5,BQ_charger_ON,PASS,PASS,,PASS,1.082365,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
6,TST_Battery2_V,2,4.2,V,3.578,0.000000,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
7,TST_Battery2_C,0,200000,uA,091966.0,0.000000,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
8,charge_status,1,1,,1,1.094400,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
9,temp_by_mcu_sensor_Vbatt_and_RP12V,10,35,C,28.000,1.119358,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
10,Speaker_Measurement,0,100,dB,94.100000,0.698901,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
11,modem_disable_status,PASS,PASS,,PASS,3.000214,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
12,factory_mode_on,PASS,PASS,,PASS,3.001420,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
13,LTE_19199_Power,-44,4,dBm,-20.481169,3.072614,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
14,LTE_19199_Frequency,1.9095,1.9105,GHz,1.910000,3.066973,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
15,LTE_23010_Power,-44,4,dBm,-32.356335,3.096272,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
16,LTE_23010_Frequency,0.6985,0.6995,GHz,0.699100,3.037594,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
17,factory_mode_off,PASS,PASS,,PASS,3.000446,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
18,modem_enable_status,PASS,PASS,,PASS,0.878482,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
19,NFC_IN_Status,PASS,PASS,,PASS,0.102265,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
20,Triangle_NFC_Run_Test,PASS,PASS,,PASS,1.099358,PASS,PASS,0,22F73A28-6BA9-4701-AA21-D8D6EEC0D384,FK2323MCAM2AA0066,2023-06-10 19:58:52,2023-06-10 20:01:48,STQ236YM4103,monolith_cassette_ft,10023023
