record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,unique_id,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,FAILED,0.007064,FAIL,FAIL,999999,8AE0FFAC-ECE3-4C8D-A820-75DB838AC999,FK2316MMBP2AA0291,2023-05-05 13:16:40,2023-05-05 13:16:45,STT234MM01,monolith_main_bft,10023100
