record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,opmode_force_dev_mode,PASS,PASS,,FAIL,60.567370,FAIL,FAIL,,000,2023-05-02 14:13:53,2023-05-02 14:15:25,,monolith_cassette_ft,10023023
