record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,FW_Version,2023.15.103,2023.15.103,,2023.15.103,1.298277,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
2,HW_Version1,Solar,Solar,,Solar,0.924464,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
3,TST_Battery2,PASS,PASS,,PASS,1.115304,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
4,TST_Battery2_C,0,200000,uA,091746.0,0.000000,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
5,Status_1,1,1,,1,1.076386,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
6,temp_by_mcu_sensor_Vbatt_and_RP12V,10,35,C,25.000,1.109353,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
7,LTE_19199 Power,-30,9,dBm,-25.622211,3.039982,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
8,LTE_19199 Frequency,1.9095,1.9105,GHz,1.910000,3.056697,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
9,LTE_23010 Power,-31,16,dBm,-28.069313,3.033769,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
10,LTE_23010 Frequency,0.6985,0.6995,GHz,0.699100,3.055714,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
11,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.084367,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
12,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.083378,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
13,NFC_Detect_Measurement,PASS,PASS,,PASS,1.343234,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
14,Set modem on,PASS,PASS,,PASS,1.080411,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
15,Check network connected,PASS,PASS,,PASS,1.089377,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
16,IMEI,100000000000000,1000000000000000,,869965065811402,0.882497,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
17,ICCID,10000000000000000000,100000000000000000000,,89430301722235534466,0.887492,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
18,BQ_charger_ON,PASS,PASS,,PASS,1.078383,PASS,PASS,0,222,2023-04-28 16:36:07,2023-04-28 16:39:03,,monolith_cassette_ft,10023023
