record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,test_run_uuid,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.008084,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.24,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
3,Flash_STLink,PASS,PASS,,PASS,9.22,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
4,FW_Version,2023.34.104,2023.34.104,,2023.34.104,3.937593,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
5,Hw_Version,Solar,Solar,,Solar,2.684112,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
6,Vbat,PASS,PASS,,PASS,2.890765,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
7,lte_modem_status,PASS,PASS,,PASS,3.111938,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
8,temp_by_mcu_sensor_Vbatt,10,40,C,26.000,2.768715,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
9,Power_Rail_Enable,PASS,PASS,,PASS,2.632873,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
10,Voltage_PP4V2_SYS,3.6,3.8,V,3.684620,0.250464,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
11,Voltage_PP1V8_LDO,1.75,1.85,V,1.805580,0.251942,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
12,Voltage_PP5V0,4.85,5.15,V,4.998960,0.247447,PASS,PASS,0,92709EAB-A753-41BF-8744-BA2F4241E19B,FK2351MMCP2CC0121,2023-12-26 18:19:39,2023-12-26 18:23:35,STT23CCB01,monolith_main_bft,10023100
