record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,test_run_uuid,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,opmode_force_dev_mode,PASS,PASS,,PASS,1.286249,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
2,opmode_get_state,PASS,PASS,,PASS,1.165318,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
3,Recovery_port_check,PASS,PASS,,PASS,1.170313,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
4,FW_Version,2023.34.102,2023.34.102,,2023.34.102,0.962453,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
5,NonCharging_SKU_Hw_Version1,Solar,Solar,,Solar,0.995433,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
6,BQ_charger_ON,PASS,PASS,,PASS,1.166321,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
7,TST_Battery2,PASS,PASS,,PASS,1.199317,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
8,TST_Battery2_V,3.7,4.1,V,4.027,0.000000,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
9,TST_Battery2_C,-10000,200000,uA,091966.0,0.000000,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
10,BQ_charger_OFF,PASS,PASS,,PASS,1.152341,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
11,TST_Battery1,PASS,PASS,,PASS,1.193319,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
12,TST_Battery1_V,3.7,4.1,V,3.926,0.000000,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
13,TST_Battery1_C,-10000,200000,uA,000226.0,0.000000,PASS,PASS,0,045B91CF-6597-40E1-B2AE-05D459D17A2A,FK2338MFAT3AA0202,2023-09-20 16:24:04,2023-09-20 16:27:14,STA239YM5301,monolith_bollard_ft,10023020
